id,blok_gudang,mode_pengiriman,panggilan_layanan_pelanggan,rating_pelanggan,harga_produk,pembelian_sebelumnya,kepentingan_produk,jenis_kelamin,diskon_ditawarkan,berat_dalam_gram,pengiriman_tepat_waktu
370,B,darat,5,4,208.0,8,sedang,Perempuan,4,5155.0,1
371,C,darat,6,2,279.0,4,rendah,Perempuan,5,1836.0,0
372,B,kapal,3,2,231.0,3,rendah,Perempuan,5,5046.0,0
373,F,kapal,5,3,230.0,5,rendah,Laki-laki,7,1996.0,0
374,C,darat,6,2,191.0,6,sedang,Laki-laki,7,5333.0,1
375,A,pesawat,6,2,205.0,5,sedang,Perempuan,61,2018.0,1
376,C,kapal,4,5,168.0,3,tinggi,Perempuan,4,4759.0,1
377,F,kapal,4,2,198.0,3,rendah,Perempuan,4,5863.0,0
378,B,kapal,2,4,147.0,2,sedang,Laki-laki,3,5136.0,1
379,D,pesawat,3,5,206.0,4,rendah,Laki-laki,6,5038.0,0
380,D,kapal,6,2,292.0,4,sedang,Laki-laki,2,1149.0,1
381,D,kapal,4,3,206.0,2,sedang,Perempuan,4,5194.0,1
382,A,kapal,4,2,183.0,4,rendah,Laki-laki,15,3632.0,1
383,A,kapal,5,1,123.0,2,rendah,Perempuan,9,5497.0,0
384,D,kapal,3,4,244.0,8,rendah,Laki-laki,1,2703.0,1
385,D,kapal,3,4,187.0,2,tinggi,Laki-laki,8,3725.0,1
386,B,kapal,4,3,268.0,2,rendah,Perempuan,4,5280.0,1
387,D,kapal,4,2,222.0,3,rendah,Perempuan,3,5130.0,0
388,F,darat,4,5,201.0,4,sedang,Laki-laki,46,3498.0,1
389,C,kapal,5,1,274.0,2,sedang,Laki-laki,24,,1
390,D,pesawat,3,4,216.0,3,rendah,Perempuan,3,5817.0,0
391,F,kapal,6,1,246.0,6,rendah,Perempuan,9,5466.0,1
392,C,pesawat,3,3,179.0,8,tinggi,Perempuan,3,5429.0,1
393,C,kapal,3,2,260.0,3,sedang,Perempuan,2,2176.0,1
394,F,kapal,5,5,256.0,5,sedang,Laki-laki,2,1693.0,1
395,A,kapal,6,1,304.0,4,rendah,Perempuan,4,1236.0,1
396,B,kapal,5,4,222.0,2,tinggi,Laki-laki,8,4996.0,1
397,A,kapal,3,2,157.0,2,sedang,Laki-laki,53,1390.0,1
398,C,kapal,3,5,239.0,6,rendah,Perempuan,8,5791.0,1
399,D,kapal,4,1,261.0,3,rendah,Perempuan,10,5943.0,0
400,C,pesawat,5,2,171.0,3,tinggi,Laki-laki,34,1029.0,1
401,A,kapal,4,2,163.0,3,rendah,Perempuan,11,1926.0,1
402,F,kapal,4,4,175.0,5,rendah,Laki-laki,10,4498.0,1
403,C,darat,4,5,148.0,3,tinggi,Perempuan,6,5473.0,1
404,F,kapal,3,5,146.0,3,sedang,Perempuan,30,1569.0,1
405,F,kapal,2,2,134.0,3,rendah,Laki-laki,38,1352.0,1
406,D,kapal,4,1,177.0,4,rendah,Perempuan,13,1569.0,1
407,D,pesawat,5,3,171.0,3,sedang,Laki-laki,62,1304.0,1
408,A,kapal,3,5,140.0,3,rendah,Laki-laki,9,4733.0,0
409,B,darat,6,1,237.0,5,sedang,Laki-laki,3,5299.0,1
410,F,pesawat,5,2,217.0,2,sedang,Perempuan,6,4120.0,1
411,F,kapal,3,3,150.0,2,sedang,Laki-laki,9,4100.0,0
412,F,kapal,3,4,186.0,3,sedang,Perempuan,4,5501.0,1
413,F,kapal,2,5,195.0,3,rendah,Laki-laki,3,5785.0,0
414,F,darat,4,4,177.0,4,sedang,Perempuan,32,1774.0,1
415,D,darat,3,4,151.0,4,sedang,Perempuan,1,4587.0,1
416,B,kapal,5,2,240.0,6,sedang,Perempuan,2,1852.0,1
417,D,kapal,2,3,159.0,3,sedang,Perempuan,39,1477.0,1
418,A,kapal,6,4,248.0,4,rendah,Perempuan,6,1851.0,0
419,B,kapal,3,2,272.0,3,rendah,Laki-laki,7,5657.0,1
420,D,kapal,3,3,224.0,6,sedang,Laki-laki,10,4221.0,0
421,A,kapal,5,4,216.0,3,sedang,Perempuan,2,5404.0,1
422,B,kapal,6,5,281.0,4,,Laki-laki,8,1241.0,1
423,D,kapal,6,3,166.0,4,rendah,Laki-laki,10,5783.0,1
424,B,kapal,5,3,237.0,5,sedang,Perempuan,4,1733.0,1
425,C,kapal,6,4,261.0,4,rendah,Perempuan,5,1794.0,1
426,C,kapal,5,5,198.0,3,rendah,Perempuan,5,4754.0,1
427,D,kapal,5,1,241.0,3,tinggi,Laki-laki,8,5306.0,1
428,D,kapal,3,5,236.0,3,rendah,Perempuan,54,3976.0,1
429,F,kapal,4,4,170.0,3,rendah,Laki-laki,29,1188.0,1
430,B,pesawat,4,3,226.0,3,sedang,Laki-laki,10,5305.0,0
431,A,kapal,5,1,105.0,6,sedang,Laki-laki,62,1292.0,1
432,C,kapal,4,1,202.0,2,rendah,Laki-laki,40,2327.0,1
433,F,kapal,2,5,228.0,3,rendah,Laki-laki,8,5643.0,1
434,C,kapal,5,4,178.0,6,sedang,Laki-laki,10,5197.0,0
435,F,darat,5,2,258.0,5,rendah,Laki-laki,3,1824.0,0
436,D,darat,5,3,132.0,3,rendah,Laki-laki,7,4462.0,1
437,A,pesawat,5,4,175.0,4,rendah,Laki-laki,4,4505.0,0
438,A,pesawat,4,5,265.0,2,sedang,Perempuan,9,5135.0,1
439,A,kapal,4,2,213.0,3,sedang,Laki-laki,8,5214.0,1
440,F,kapal,5,1,227.0,5,rendah,Laki-laki,6,1667.0,0
441,D,darat,5,3,174.0,3,sedang,Perempuan,6,5064.0,1
442,F,kapal,4,3,181.0,2,rendah,Perempuan,4,5622.0,1
443,F,darat,3,5,271.0,2,rendah,Perempuan,3,4878.0,0
444,F,pesawat,4,4,155.0,3,sedang,Laki-laki,6,5033.0,1
445,F,darat,4,1,258.0,3,sedang,Laki-laki,53,2428.0,1
446,F,kapal,4,2,225.0,2,sedang,Perempuan,5,5943.0,0
447,D,kapal,6,4,253.0,4,sedang,Laki-laki,9,1488.0,0
448,D,darat,5,5,261.0,3,sedang,Perempuan,8,3257.0,1
449,A,kapal,7,3,307.0,4,rendah,Laki-laki,4,1653.0,0
450,F,kapal,3,5,233.0,4,rendah,Perempuan,9,4541.0,0
451,F,kapal,3,1,162.0,3,rendah,Laki-laki,7,,0
452,A,kapal,3,2,245.0,4,sedang,Laki-laki,60,2178.0,1
453,D,kapal,3,5,143.0,2,rendah,Laki-laki,17,1422.0,1
454,F,kapal,3,4,,2,sedang,Laki-laki,7,4013.0,1
455,F,kapal,6,4,297.0,4,rendah,Perempuan,9,1249.0,1
456,F,kapal,3,4,231.0,3,sedang,Perempuan,49,3441.0,1
457,D,kapal,3,3,257.0,3,rendah,Laki-laki,5,,1
458,D,kapal,5,4,190.0,3,sedang,Perempuan,4,4424.0,1
459,B,kapal,4,3,108.0,6,rendah,Perempuan,22,1745.0,1
460,B,kapal,5,3,215.0,2,sedang,Perempuan,10,5194.0,1
461,B,kapal,2,3,187.0,2,sedang,Perempuan,10,5957.0,0
462,C,kapal,5,1,236.0,3,sedang,Perempuan,10,1347.0,1
463,B,kapal,4,5,257.0,2,rendah,Laki-laki,3,5394.0,0
464,B,darat,4,5,254.0,3,rendah,Laki-laki,29,3885.0,1
465,F,kapal,4,2,176.0,3,sedang,Perempuan,12,1750.0,1
466,A,pesawat,4,1,157.0,5,rendah,Laki-laki,10,4871.0,0
467,C,pesawat,3,4,202.0,4,tinggi,Laki-laki,20,3655.0,1
468,C,darat,4,5,142.0,2,rendah,Laki-laki,2,5150.0,1
469,F,darat,4,3,176.0,2,rendah,Perempuan,6,5149.0,1
470,F,pesawat,4,4,208.0,3,rendah,Perempuan,10,4919.0,0
471,C,kapal,5,4,269.0,2,sedang,Laki-laki,38,2770.0,1
472,F,pesawat,3,3,168.0,4,rendah,Perempuan,2,4541.0,1
473,F,kapal,6,5,154.0,10,sedang,Perempuan,48,1990.0,1
474,F,kapal,3,5,257.0,2,sedang,Perempuan,56,3711.0,1
475,D,kapal,4,3,199.0,3,rendah,Laki-laki,8,4391.0,1
476,D,pesawat,4,1,161.0,3,rendah,Laki-laki,1,4789.0,0
477,B,darat,5,5,265.0,5,sedang,Perempuan,8,1867.0,0
478,D,kapal,3,3,231.0,3,sedang,Perempuan,9,4623.0,1
479,F,kapal,6,3,277.0,4,sedang,Laki-laki,6,1623.0,1
480,C,pesawat,4,5,171.0,2,sedang,Perempuan,1,4439.0,0
481,F,pesawat,3,4,254.0,2,tinggi,Laki-laki,56,3266.0,1
482,A,kapal,3,3,269.0,3,tinggi,Perempuan,6,4260.0,1
483,F,kapal,3,2,232.0,2,rendah,Perempuan,39,2139.0,1
484,F,darat,3,1,215.0,6,tinggi,Laki-laki,42,3715.0,1
485,F,darat,5,1,238.0,3,tinggi,Laki-laki,2,5369.0,1
486,F,kapal,6,3,304.0,4,rendah,Laki-laki,3,1752.0,1
487,C,kapal,3,4,238.0,2,sedang,Laki-laki,7,5974.0,0
488,B,kapal,3,2,270.0,3,sedang,Laki-laki,9,5873.0,1
489,F,kapal,4,5,202.0,2,sedang,Laki-laki,35,3695.0,1
490,C,kapal,6,1,309.0,4,sedang,Perempuan,10,1904.0,1
491,B,pesawat,3,2,218.0,3,sedang,Perempuan,52,2149.0,1
492,A,pesawat,4,5,234.0,3,rendah,Laki-laki,5,5213.0,0
493,F,kapal,4,3,257.0,3,rendah,Laki-laki,8,5944.0,0
494,D,kapal,5,4,222.0,3,sedang,Perempuan,10,4663.0,0
495,B,kapal,3,3,265.0,3,rendah,Perempuan,10,4093.0,1
496,B,darat,4,5,244.0,4,sedang,Perempuan,2,5365.0,1
497,F,kapal,4,3,222.0,4,sedang,Laki-laki,49,3697.0,1
498,B,kapal,3,1,174.0,4,rendah,Laki-laki,18,1072.0,1
499,B,darat,2,4,140.0,3,rendah,Laki-laki,32,1819.0,1
500,C,pesawat,3,4,196.0,3,rendah,Laki-laki,47,2447.0,1
501,F,pesawat,3,1,192.0,2,rendah,Laki-laki,6,4056.0,0
502,B,pesawat,5,4,258.0,2,sedang,Perempuan,24,2878.0,1
503,A,kapal,4,1,157.0,2,sedang,Laki-laki,3,5801.0,0
504,F,kapal,4,4,200.0,4,rendah,Perempuan,3,5583.0,1
505,F,kapal,3,5,154.0,2,sedang,Laki-laki,6,4744.0,0
506,D,pesawat,3,2,220.0,3,rendah,Laki-laki,8,5032.0,1
507,C,kapal,5,5,152.0,4,rendah,Perempuan,10,5913.0,1
508,F,darat,4,4,258.0,3,tinggi,Laki-laki,2,5420.0,0
509,A,kapal,4,5,266.0,3,sedang,Perempuan,2,4867.0,0
510,A,kapal,4,2,257.0,3,rendah,Laki-laki,3,5549.0,1
511,B,pesawat,4,4,141.0,2,rendah,Perempuan,30,1130.0,1
512,C,pesawat,3,4,138.0,3,sedang,Perempuan,10,4327.0,1
513,F,kapal,3,5,234.0,2,tinggi,Laki-laki,4,2701.0,1
514,A,kapal,3,5,249.0,2,rendah,Perempuan,26,2029.0,1
515,A,pesawat,4,4,216.0,4,sedang,Laki-laki,27,3740.0,1
516,F,kapal,3,1,257.0,2,sedang,Laki-laki,37,3517.0,1
517,F,darat,4,4,246.0,3,sedang,Laki-laki,5,5029.0,1
518,C,darat,4,3,147.0,2,tinggi,Perempuan,52,1570.0,1
519,F,darat,3,1,149.0,3,sedang,Laki-laki,5,4805.0,1
520,F,darat,6,4,240.0,3,rendah,Perempuan,9,4986.0,1
521,A,kapal,3,3,189.0,3,sedang,Perempuan,1,5896.0,1
522,F,kapal,4,5,135.0,3,sedang,Perempuan,53,1744.0,1
523,D,darat,3,4,247.0,2,sedang,Perempuan,2,5016.0,1
524,A,kapal,3,1,199.0,3,sedang,Perempuan,8,5557.0,1
525,F,pesawat,5,3,177.0,4,sedang,Laki-laki,60,1159.0,1
526,C,kapal,4,2,191.0,3,sedang,Perempuan,12,3676.0,1
527,B,kapal,4,1,218.0,5,rendah,Perempuan,5,1238.0,0
528,C,kapal,3,4,274.0,3,rendah,Perempuan,7,5036.0,1
529,A,kapal,4,5,233.0,2,sedang,Laki-laki,10,5865.0,1
530,D,kapal,4,5,221.0,3,sedang,Perempuan,3,4430.0,1
531,F,kapal,6,1,257.0,3,sedang,Laki-laki,60,3416.0,1
532,A,kapal,5,1,215.0,4,rendah,Perempuan,56,3905.0,1
533,F,kapal,3,2,126.0,5,rendah,Perempuan,6,4372.0,1
534,F,kapal,4,5,161.0,3,sedang,Perempuan,2,5378.0,0
535,B,kapal,4,4,198.0,2,sedang,Laki-laki,2,5725.0,1
536,B,kapal,4,2,195.0,5,sedang,Laki-laki,9,5178.0,1
537,A,kapal,4,1,252.0,5,sedang,Perempuan,1,1538.0,1
538,B,kapal,2,4,136.0,3,rendah,Laki-laki,43,1958.0,1
539,C,kapal,4,4,234.0,2,sedang,Perempuan,8,5744.0,0
540,F,kapal,4,3,249.0,5,rendah,Perempuan,3,1012.0,1
541,B,darat,4,3,102.0,3,sedang,Perempuan,3,4845.0,1
542,B,darat,4,4,97.0,6,rendah,Laki-laki,4,5801.0,0
543,A,darat,6,3,261.0,4,sedang,Perempuan,8,1397.0,1
544,C,pesawat,4,4,239.0,2,sedang,Laki-laki,4,4304.0,1
545,F,kapal,3,2,243.0,2,sedang,Laki-laki,26,2719.0,1
546,D,kapal,4,5,269.0,5,rendah,Perempuan,3,1118.0,0
547,B,kapal,7,1,267.0,4,sedang,Laki-laki,9,1261.0,1
548,C,pesawat,3,1,156.0,3,sedang,Perempuan,1,1517.0,1
549,C,darat,6,4,294.0,3,sedang,Laki-laki,7,1455.0,0
550,A,kapal,3,1,149.0,2,sedang,Perempuan,7,4147.0,1
551,A,pesawat,4,5,161.0,3,rendah,Perempuan,5,4732.0,0
552,C,pesawat,3,1,205.0,3,sedang,Laki-laki,39,3062.0,1
553,C,pesawat,2,4,144.0,4,rendah,Perempuan,8,5760.0,1
554,B,kapal,4,5,233.0,4,rendah,Perempuan,6,4705.0,1
555,F,kapal,7,5,255.0,4,rendah,Perempuan,2,1826.0,1
556,B,kapal,4,3,162.0,3,rendah,Laki-laki,4,5913.0,1
557,A,kapal,3,5,201.0,2,sedang,Laki-laki,2,4440.0,0
558,C,kapal,3,2,146.0,3,tinggi,Perempuan,4,5846.0,1
559,A,kapal,2,2,190.0,8,sedang,Laki-laki,33,3448.0,1
560,D,kapal,3,1,240.0,3,rendah,Perempuan,4,5484.0,1
561,D,kapal,3,3,237.0,5,rendah,Laki-laki,48,2057.0,1
562,F,kapal,4,5,223.0,3,sedang,Perempuan,63,2427.0,1
563,D,pesawat,4,5,275.0,5,sedang,Perempuan,8,1093.0,1
564,D,kapal,4,1,273.0,4,rendah,Laki-laki,1,4857.0,0
565,A,kapal,3,4,121.0,3,rendah,Perempuan,63,1611.0,1
566,C,pesawat,4,3,186.0,3,sedang,Perempuan,9,5131.0,1
567,F,kapal,3,4,170.0,7,rendah,Laki-laki,7,4957.0,1
568,A,darat,4,3,246.0,6,rendah,Perempuan,10,1176.0,0
569,A,pesawat,3,3,217.0,2,tinggi,Perempuan,9,5554.0,1
570,F,kapal,5,1,178.0,2,rendah,Perempuan,5,4369.0,0
571,C,kapal,7,5,256.0,4,sedang,Laki-laki,4,1139.0,1
572,F,kapal,3,2,261.0,5,sedang,Laki-laki,45,2488.0,1
573,D,darat,5,2,240.0,7,sedang,Perempuan,57,2708.0,1
574,F,kapal,3,3,150.0,4,sedang,Perempuan,8,4357.0,1
575,A,kapal,5,3,137.0,4,rendah,Perempuan,2,1034.0,0
576,B,kapal,3,3,148.0,3,rendah,Laki-laki,1,5700.0,0
577,A,kapal,4,5,178.0,3,tinggi,Laki-laki,22,1907.0,1
578,A,kapal,3,4,273.0,2,sedang,Laki-laki,2,4219.0,1
579,B,darat,5,2,272.0,2,rendah,Perempuan,1,5412.0,0
580,C,pesawat,4,1,190.0,4,sedang,Perempuan,5,5570.0,1
581,D,kapal,4,3,265.0,3,rendah,Perempuan,65,3578.0,1
582,B,kapal,5,2,160.0,4,sedang,Laki-laki,43,1479.0,1
583,A,darat,5,3,216.0,10,sedang,Laki-laki,4,4409.0,1
584,A,kapal,3,3,183.0,5,rendah,Perempuan,3,1504.0,0
585,C,pesawat,3,3,183.0,3,tinggi,Perempuan,6,3364.0,1
586,C,kapal,5,2,198.0,5,rendah,Laki-laki,65,1994.0,1
587,C,pesawat,3,1,143.0,4,rendah,Laki-laki,6,5474.0,0
588,D,pesawat,5,2,268.0,3,sedang,Laki-laki,8,5385.0,1
589,A,pesawat,4,2,252.0,2,sedang,Perempuan,6,5414.0,0
590,A,pesawat,5,3,143.0,2,sedang,Laki-laki,5,5612.0,1
591,C,kapal,3,2,195.0,2,tinggi,Laki-laki,2,4669.0,1
592,A,darat,4,2,146.0,8,rendah,Laki-laki,7,5245.0,1
593,F,kapal,3,4,212.0,8,rendah,Perempuan,34,2750.0,1
594,F,kapal,3,4,163.0,3,tinggi,Perempuan,6,5912.0,0
595,B,kapal,3,1,230.0,2,rendah,Perempuan,1,4970.0,1
596,C,kapal,4,2,198.0,3,sedang,Laki-laki,10,5487.0,1
597,D,pesawat,3,2,181.0,3,sedang,Laki-laki,45,3786.0,1
598,D,kapal,4,5,108.0,6,sedang,Laki-laki,46,1882.0,1
599,B,kapal,3,2,211.0,4,tinggi,Laki-laki,1,5831.0,1
600,F,pesawat,7,5,308.0,5,sedang,Laki-laki,6,1154.0,0
601,C,pesawat,4,5,233.0,6,sedang,Laki-laki,1,5284.0,0
602,F,darat,2,4,242.0,3,sedang,Laki-laki,8,4898.0,0
603,F,kapal,3,5,230.0,4,rendah,Perempuan,5,4450.0,1
604,C,darat,3,5,129.0,3,sedang,Perempuan,52,1513.0,1
605,F,darat,3,5,226.0,3,sedang,Laki-laki,55,2465.0,1
606,B,pesawat,4,2,266.0,4,rendah,Perempuan,7,4639.0,0
607,C,kapal,3,2,162.0,3,sedang,Laki-laki,4,4812.0,1
608,A,kapal,4,2,243.0,5,sedang,Perempuan,4,1633.0,1
609,F,darat,3,2,193.0,3,rendah,Perempuan,7,5224.0,0
610,C,kapal,4,2,201.0,3,sedang,Perempuan,39,2066.0,1
611,A,pesawat,2,4,,3,sedang,Laki-laki,47,3792.0,1
612,C,kapal,4,2,212.0,3,sedang,Laki-laki,3,5427.0,1
613,C,pesawat,6,3,276.0,4,rendah,Laki-laki,6,1670.0,1
614,C,darat,6,2,134.0,8,tinggi,Laki-laki,42,1054.0,1
615,A,darat,3,1,164.0,10,sedang,Perempuan,6,5603.0,0
616,C,pesawat,4,4,248.0,3,tinggi,Perempuan,10,4532.0,0
617,B,darat,3,5,142.0,3,rendah,Perempuan,2,4619.0,0
618,D,pesawat,5,5,236.0,3,tinggi,Laki-laki,34,3455.0,1
619,F,kapal,5,3,218.0,5,rendah,Perempuan,9,4435.0,1
620,F,kapal,3,3,177.0,3,sedang,Laki-laki,10,5374.0,1
621,B,darat,4,5,188.0,2,rendah,Perempuan,4,4433.0,0
622,A,kapal,3,3,175.0,3,tinggi,Perempuan,55,1229.0,1
623,C,pesawat,3,2,224.0,3,sedang,Laki-laki,63,2085.0,1
624,A,pesawat,3,5,223.0,4,tinggi,Perempuan,7,5042.0,1
625,B,darat,5,1,298.0,4,rendah,Laki-laki,4,1551.0,0
626,D,kapal,4,1,167.0,4,tinggi,Laki-laki,7,5264.0,0
627,C,kapal,6,1,286.0,4,sedang,Laki-laki,10,1177.0,1
628,B,kapal,4,3,218.0,2,sedang,Laki-laki,6,4414.0,1
629,A,darat,3,1,195.0,5,rendah,Perempuan,4,4034.0,0
630,D,pesawat,6,1,173.0,3,sedang,Perempuan,2,4892.0,0
631,A,darat,4,2,252.0,5,sedang,Laki-laki,7,1134.0,1
632,F,pesawat,3,4,164.0,10,sedang,Perempuan,10,4134.0,0
633,F,kapal,4,5,144.0,3,rendah,Laki-laki,9,1526.0,1
634,F,kapal,4,2,237.0,2,rendah,Perempuan,1,5261.0,0
635,D,kapal,3,5,181.0,2,sedang,Laki-laki,2,4089.0,0
636,D,kapal,5,2,139.0,4,rendah,Perempuan,9,5070.0,1
637,F,kapal,4,2,227.0,2,rendah,Laki-laki,8,4878.0,1
638,D,kapal,4,1,240.0,4,rendah,Laki-laki,9,4471.0,1
639,D,kapal,5,3,209.0,2,tinggi,Perempuan,49,2581.0,1
640,F,kapal,6,5,275.0,4,rendah,Laki-laki,2,,1
641,F,kapal,4,5,152.0,3,rendah,Laki-laki,43,1709.0,1
642,A,darat,4,3,270.0,2,rendah,Laki-laki,7,5814.0,0
643,B,kapal,4,2,180.0,3,rendah,Laki-laki,3,1518.0,1
644,B,kapal,5,5,244.0,3,sedang,Laki-laki,7,4078.0,1
645,A,darat,4,5,229.0,5,rendah,Perempuan,3,1954.0,0
646,D,kapal,3,5,137.0,2,sedang,Laki-laki,38,1647.0,1
647,F,kapal,4,1,132.0,6,tinggi,Laki-laki,8,4902.0,1
648,B,kapal,3,1,229.0,2,sedang,Perempuan,12,3111.0,1
649,C,darat,4,1,260.0,3,sedang,Laki-laki,9,5886.0,1
650,A,kapal,3,5,170.0,7,rendah,Perempuan,7,4373.0,1
651,F,kapal,3,3,134.0,3,sedang,Perempuan,8,4950.0,0
652,D,kapal,5,2,180.0,3,sedang,Laki-laki,1,4655.0,1
653,C,pesawat,6,2,152.0,2,rendah,Perempuan,9,1993.0,0
654,A,kapal,4,3,233.0,2,rendah,Perempuan,45,2732.0,1
655,B,kapal,3,5,193.0,3,sedang,Perempuan,4,5817.0,0
656,D,kapal,5,4,243.0,6,sedang,Perempuan,1,4170.0,1
657,A,kapal,4,2,249.0,3,rendah,Perempuan,9,5459.0,1
658,F,kapal,5,1,265.0,5,sedang,Perempuan,3,1514.0,1
659,D,kapal,6,5,298.0,4,rendah,Laki-laki,3,1009.0,1
660,B,pesawat,3,4,,3,sedang,Perempuan,8,1567.0,1
661,C,pesawat,6,2,284.0,4,rendah,Perempuan,7,1181.0,1
662,D,kapal,3,1,159.0,3,rendah,Laki-laki,10,4784.0,1
663,D,kapal,6,5,252.0,4,rendah,Perempuan,9,1460.0,0
664,B,pesawat,4,5,273.0,2,tinggi,Laki-laki,63,3516.0,1
665,D,kapal,4,1,180.0,3,rendah,Perempuan,1,5677.0,0
666,C,kapal,2,3,184.0,4,sedang,Laki-laki,3,4719.0,0
667,F,kapal,3,4,186.0,2,sedang,Perempuan,9,5841.0,0
668,B,kapal,3,3,234.0,3,sedang,Perempuan,8,2334.0,1
669,B,kapal,5,2,265.0,2,sedang,Perempuan,7,5464.0,1
670,F,kapal,4,3,174.0,3,sedang,Laki-laki,2,4069.0,1
671,D,kapal,5,5,191.0,2,tinggi,Laki-laki,34,2708.0,1
672,B,pesawat,4,3,261.0,6,rendah,Perempuan,6,5068.0,0
673,D,kapal,4,5,208.0,2,rendah,Laki-laki,1,4039.0,0
674,F,kapal,6,3,301.0,4,rendah,Perempuan,2,1083.0,0
675,D,kapal,6,2,256.0,4,rendah,Perempuan,6,1507.0,0
676,D,kapal,4,3,261.0,3,sedang,Perempuan,2,4028.0,0
677,F,kapal,4,1,134.0,3,sedang,Perempuan,37,1818.0,1
678,F,kapal,3,5,98.0,3,sedang,Perempuan,3,5553.0,1
679,C,kapal,6,5,206.0,6,rendah,Laki-laki,2,4014.0,1
680,B,kapal,4,2,240.0,5,sedang,Laki-laki,7,1711.0,1
681,C,kapal,6,4,296.0,4,rendah,Laki-laki,4,1973.0,0
682,A,kapal,3,1,204.0,3,sedang,Laki-laki,4,5900.0,1
683,D,kapal,3,2,182.0,2,rendah,Laki-laki,10,4391.0,1
684,C,darat,3,5,242.0,2,rendah,Perempuan,6,5635.0,0
685,B,kapal,3,2,166.0,2,sedang,Perempuan,45,1741.0,1
686,A,kapal,2,2,153.0,3,rendah,Perempuan,55,1273.0,1
687,B,kapal,4,5,151.0,3,tinggi,Perempuan,31,1365.0,1
688,A,kapal,3,5,161.0,3,rendah,Perempuan,10,5663.0,1
689,F,kapal,5,1,267.0,5,sedang,Perempuan,3,1194.0,1
690,F,kapal,6,1,250.0,4,sedang,Laki-laki,5,1747.0,0
691,C,kapal,2,4,189.0,3,rendah,Laki-laki,3,5897.0,1
692,D,kapal,3,2,231.0,3,rendah,Laki-laki,55,3952.0,1
693,F,kapal,4,1,178.0,2,tinggi,Laki-laki,39,1362.0,1
694,F,kapal,5,4,243.0,5,rendah,Perempuan,2,1637.0,0
695,F,kapal,6,2,,5,sedang,Perempuan,3,1586.0,0
696,C,darat,3,5,189.0,3,rendah,Perempuan,61,2203.0,1
697,F,kapal,4,3,260.0,3,rendah,Perempuan,5,5540.0,0
698,C,darat,4,1,168.0,2,rendah,Perempuan,41,1515.0,1
699,C,kapal,4,3,244.0,2,rendah,Laki-laki,10,4486.0,1
700,B,pesawat,6,1,293.0,5,sedang,Perempuan,7,1052.0,0
701,D,darat,3,4,270.0,6,rendah,Perempuan,7,4098.0,1
702,B,kapal,4,5,253.0,3,rendah,Perempuan,9,4205.0,0
703,F,kapal,6,3,218.0,6,tinggi,Perempuan,5,4352.0,1
704,F,pesawat,3,5,220.0,4,rendah,Laki-laki,2,4313.0,0
705,F,kapal,3,5,169.0,3,rendah,Perempuan,6,5397.0,0
706,D,kapal,5,4,257.0,2,sedang,Laki-laki,10,5095.0,0
707,F,pesawat,5,2,151.0,3,sedang,Laki-laki,20,1395.0,1
708,D,kapal,4,1,229.0,4,rendah,Perempuan,3,4352.0,1
709,F,kapal,5,3,175.0,3,sedang,Perempuan,7,5047.0,1
710,A,kapal,5,3,221.0,5,rendah,Perempuan,8,1109.0,0
711,C,pesawat,6,2,148.0,4,rendah,Laki-laki,56,1511.0,1
712,F,kapal,4,4,168.0,3,sedang,Laki-laki,53,1782.0,1
713,F,kapal,4,4,174.0,2,rendah,Perempuan,11,1577.0,1
714,F,kapal,3,4,181.0,4,sedang,Perempuan,3,5163.0,1
715,C,darat,6,1,250.0,3,rendah,Laki-laki,5,5621.0,1
716,F,kapal,4,4,225.0,2,sedang,Laki-laki,10,4829.0,1
717,F,kapal,6,2,307.0,4,rendah,Perempuan,9,1674.0,0
718,F,kapal,3,3,253.0,2,rendah,Laki-laki,5,4112.0,1
719,F,kapal,6,4,254.0,5,sedang,Perempuan,10,1435.0,0
720,F,kapal,3,2,199.0,3,sedang,Perempuan,10,5768.0,1
721,C,kapal,4,2,241.0,6,sedang,Laki-laki,5,4880.0,1
722,F,kapal,6,1,272.0,4,sedang,Laki-laki,10,1534.0,1
723,B,kapal,4,5,264.0,3,rendah,Perempuan,10,5972.0,0
724,A,kapal,3,5,243.0,3,rendah,Laki-laki,1,4623.0,0
725,B,kapal,4,4,259.0,3,rendah,Perempuan,8,4223.0,1
726,F,kapal,4,2,173.0,2,rendah,Perempuan,30,1336.0,1
727,F,kapal,7,1,247.0,4,sedang,Laki-laki,6,1297.0,1
728,F,pesawat,5,4,197.0,4,rendah,Perempuan,40,3303.0,1
729,F,pesawat,3,1,163.0,3,sedang,Laki-laki,59,1005.0,1
730,F,kapal,3,2,132.0,4,sedang,Perempuan,3,4512.0,0
731,F,pesawat,4,4,275.0,3,tinggi,Laki-laki,29,,1
732,A,kapal,5,4,255.0,6,rendah,Laki-laki,4,1255.0,1
733,D,kapal,2,1,192.0,3,rendah,Perempuan,9,4774.0,0
734,F,darat,3,2,134.0,2,sedang,Perempuan,45,1946.0,1
735,C,kapal,4,3,226.0,6,sedang,Laki-laki,6,1704.0,1
736,C,kapal,3,2,183.0,2,sedang,Perempuan,6,4313.0,1
737,B,pesawat,3,5,140.0,5,rendah,Laki-laki,7,4370.0,1
738,D,pesawat,4,2,283.0,2,tinggi,Perempuan,1,4115.0,0
739,F,kapal,6,2,276.0,6,sedang,Laki-laki,7,2437.0,1
